Id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,satisfaction
18544,Male,disloyal Customer,30,Business travel,Eco,127,neutral or dissatisfied
37264,Female,Loyal Customer,29,Business travel,Eco,828,satisfied
9156,Male,Loyal Customer,39,Business travel,Business,2548,satisfied
3033,Male,Loyal Customer,13,Personal Travel,Eco Plus,862,neutral or dissatisfied
100610,Male,Loyal Customer,56,Business travel,Business,1670,satisfied
60716,Female,Loyal Customer,25,Business travel,Business,1725,neutral or dissatisfied
128258,Male,Loyal Customer,27,Business travel,Business,3036,satisfied
28756,Male,disloyal Customer,37,Business travel,Eco,624,neutral or dissatisfied
95058,Male,Loyal Customer,13,Personal Travel,Eco,239,neutral or dissatisfied
24331,Female,Loyal Customer,27,Personal Travel,Eco Plus,1083,neutral or dissatisfied
31677,Female,disloyal Customer,24,Business travel,Eco,844,neutral or dissatisfied
98673,Male,Loyal Customer,44,Personal Travel,Eco,992,neutral or dissatisfied
6700,Male,Loyal Customer,42,Business travel,Business,3119,satisfied
83343,Male,Loyal Customer,20,Business travel,Business,187,satisfied
50073,Female,Loyal Customer,35,Business travel,Business,3864,neutral or dissatisfied
91432,Female,Loyal Customer,31,Personal Travel,Eco,549,neutral or dissatisfied
49830,Male,Loyal Customer,37,Business travel,Eco,110,neutral or dissatisfied
21596,Female,Loyal Customer,28,Business travel,Business,1695,satisfied
8568,Male,Loyal Customer,55,Business travel,Business,109,satisfied
4918,Female,disloyal Customer,13,Business travel,Business,1020,satisfied
126553,Male,Loyal Customer,52,Personal Travel,Eco,644,neutral or dissatisfied
124779,Male,Loyal Customer,56,Business travel,Business,1863,satisfied
90403,Female,Loyal Customer,41,Personal Travel,Business,404,neutral or dissatisfied
47899,Male,Loyal Customer,49,Business travel,Business,150,satisfied
123939,Female,Loyal Customer,61,Personal Travel,Eco,546,neutral or dissatisfied
10799,Female,Loyal Customer,44,Business travel,Business,2340,satisfied
15774,Female,Loyal Customer,68,Business travel,Eco,254,neutral or dissatisfied
83418,Male,Loyal Customer,59,Business travel,Eco,632,neutral or dissatisfied
70020,Male,disloyal Customer,38,Business travel,Business,583,satisfied
95047,Female,Loyal Customer,29,Personal Travel,Eco,248,neutral or dissatisfied
76826,Female,disloyal Customer,26,Business travel,Business,1851,satisfied
17454,Female,Loyal Customer,23,Business travel,Eco Plus,351,neutral or dissatisfied
83496,Male,Loyal Customer,57,Business travel,Business,3191,neutral or dissatisfied
109522,Female,Loyal Customer,59,Business travel,Business,1935,satisfied
61912,Female,Loyal Customer,34,Business travel,Business,1697,satisfied
28048,Male,Loyal Customer,50,Business travel,Business,1739,neutral or dissatisfied
23918,Female,Loyal Customer,65,Personal Travel,Eco,579,neutral or dissatisfied
41396,Female,Loyal Customer,22,Business travel,Business,1869,satisfied
9500,Female,Loyal Customer,28,Business travel,Eco,322,neutral or dissatisfied
17556,Male,disloyal Customer,25,Business travel,Eco,1034,neutral or dissatisfied
86992,Male,Loyal Customer,48,Personal Travel,Eco,907,neutral or dissatisfied
18175,Male,Loyal Customer,51,Business travel,Eco Plus,363,satisfied
127557,Female,Loyal Customer,15,Personal Travel,Eco Plus,1009,neutral or dissatisfied
71074,Male,Loyal Customer,55,Personal Travel,Eco,802,neutral or dissatisfied
94242,Male,disloyal Customer,54,Business travel,Business,239,satisfied
34815,Male,Loyal Customer,37,Personal Travel,Eco,209,neutral or dissatisfied
125848,Male,disloyal Customer,37,Business travel,Eco,861,neutral or dissatisfied
88027,Female,disloyal Customer,25,Business travel,Business,594,neutral or dissatisfied
128308,Female,disloyal Customer,40,Business travel,Business,338,neutral or dissatisfied
96190,Male,disloyal Customer,35,Business travel,Eco,546,neutral or dissatisfied
69309,Male,Loyal Customer,60,Business travel,Business,1089,satisfied
52603,Male,Loyal Customer,43,Business travel,Eco,110,neutral or dissatisfied
10049,Female,Loyal Customer,53,Business travel,Eco,326,neutral or dissatisfied
75392,Male,Loyal Customer,23,Business travel,Business,2585,satisfied
7893,Female,Loyal Customer,17,Personal Travel,Eco,948,neutral or dissatisfied
121096,Male,Loyal Customer,55,Personal Travel,Eco,1558,neutral or dissatisfied
129356,Female,Loyal Customer,8,Business travel,Business,2475,satisfied
122349,Female,disloyal Customer,23,Business travel,Eco,529,neutral or dissatisfied
28241,Male,Loyal Customer,32,Personal Travel,Eco,1009,neutral or dissatisfied
74731,Female,Loyal Customer,37,Personal Travel,Eco,1205,neutral or dissatisfied
61015,Male,Loyal Customer,34,Business travel,Business,3365,satisfied
92832,Male,Loyal Customer,54,Personal Travel,Eco,1587,neutral or dissatisfied
105109,Male,Loyal Customer,29,Business travel,Business,281,neutral or dissatisfied
75994,Female,disloyal Customer,25,Business travel,Business,297,satisfied
126772,Female,Loyal Customer,40,Business travel,Business,2521,satisfied
17642,Female,Loyal Customer,29,Business travel,Business,3794,satisfied
111297,Female,Loyal Customer,41,Business travel,Business,3197,satisfied
125890,Male,Loyal Customer,12,Personal Travel,Eco,861,neutral or dissatisfied
20295,Male,Loyal Customer,12,Personal Travel,Eco,235,neutral or dissatisfied
59611,Female,Loyal Customer,46,Business travel,Business,2965,satisfied
24093,Male,Loyal Customer,19,Business travel,Business,3217,satisfied
57929,Female,Loyal Customer,18,Business travel,Eco Plus,305,neutral or dissatisfied
23070,Female,disloyal Customer,49,Business travel,Eco Plus,820,neutral or dissatisfied
6512,Female,disloyal Customer,33,Business travel,Business,599,neutral or dissatisfied
58652,Male,Loyal Customer,21,Personal Travel,Eco,867,neutral or dissatisfied
42462,Female,Loyal Customer,22,Business travel,Eco Plus,926,satisfied
1950,Female,Loyal Customer,47,Business travel,Eco,190,neutral or dissatisfied
110521,Female,Loyal Customer,22,Business travel,Business,2785,satisfied
106507,Female,Loyal Customer,70,Personal Travel,Eco Plus,495,neutral or dissatisfied
29730,Female,Loyal Customer,35,Personal Travel,Eco Plus,2777,neutral or dissatisfied
76552,Male,Loyal Customer,18,Business travel,Business,547,satisfied
10081,Male,Loyal Customer,36,Personal Travel,Eco,258,neutral or dissatisfied
116934,Female,Loyal Customer,39,Business travel,Business,304,satisfied
16012,Male,Loyal Customer,36,Business travel,Eco,380,neutral or dissatisfied
115240,Male,disloyal Customer,20,Business travel,Eco,480,neutral or dissatisfied
114868,Female,Loyal Customer,57,Business travel,Business,308,satisfied
31104,Male,Loyal Customer,51,Business travel,Eco Plus,1014,satisfied
23859,Female,disloyal Customer,27,Business travel,Eco,552,neutral or dissatisfied
20665,Male,Loyal Customer,30,Business travel,Business,552,satisfied
118096,Male,Loyal Customer,30,Business travel,Business,1671,satisfied
42791,Female,Loyal Customer,42,Business travel,Eco,349,satisfied
119247,Female,Loyal Customer,25,Personal Travel,Eco Plus,257,neutral or dissatisfied
34216,Male,Loyal Customer,47,Personal Travel,Eco,1046,neutral or dissatisfied
107163,Male,Loyal Customer,39,Business travel,Business,402,satisfied
2100,Female,Loyal Customer,48,Personal Travel,Eco,785,neutral or dissatisfied
85356,Male,Loyal Customer,23,Personal Travel,Eco Plus,689,satisfied
103576,Female,Loyal Customer,49,Personal Travel,Eco,604,neutral or dissatisfied
71110,Female,disloyal Customer,41,Business travel,Business,2072,neutral or dissatisfied
64177,Female,Loyal Customer,42,Business travel,Business,989,satisfied
5716,Female,Loyal Customer,47,Personal Travel,Eco,299,neutral or dissatisfied
22831,Female,Loyal Customer,33,Business travel,Business,2494,satisfied
54600,Female,Loyal Customer,57,Business travel,Business,787,neutral or dissatisfied
105992,Male,Loyal Customer,47,Business travel,Business,1999,satisfied
9721,Male,Loyal Customer,9,Personal Travel,Eco,199,neutral or dissatisfied
17720,Female,Loyal Customer,39,Business travel,Business,3965,satisfied
107142,Male,Loyal Customer,41,Business travel,Business,3996,satisfied
35609,Female,Loyal Customer,59,Personal Travel,Eco Plus,828,neutral or dissatisfied
106993,Male,Loyal Customer,35,Personal Travel,Eco,1036,neutral or dissatisfied
20834,Female,Loyal Customer,37,Business travel,Eco,515,neutral or dissatisfied
122568,Female,Loyal Customer,55,Business travel,Business,3074,satisfied
116240,Female,Loyal Customer,48,Personal Travel,Eco,417,neutral or dissatisfied
60595,Male,Loyal Customer,23,Personal Travel,Eco,1558,neutral or dissatisfied
37964,Female,Loyal Customer,45,Business travel,Business,1623,satisfied
10198,Female,Loyal Customer,47,Business travel,Business,3939,satisfied
29265,Female,Loyal Customer,27,Business travel,Eco,859,satisfied
108711,Male,Loyal Customer,20,Personal Travel,Eco,425,neutral or dissatisfied
31996,Female,Loyal Customer,57,Personal Travel,Business,216,neutral or dissatisfied
64752,Female,Loyal Customer,47,Business travel,Business,3623,satisfied
25555,Male,Loyal Customer,33,Business travel,Business,3305,satisfied
47913,Male,Loyal Customer,59,Personal Travel,Eco,834,neutral or dissatisfied
1872,Female,Loyal Customer,48,Business travel,Eco,931,neutral or dissatisfied
111764,Male,Loyal Customer,42,Business travel,Business,1436,satisfied
19425,Female,disloyal Customer,11,Business travel,Eco,645,neutral or dissatisfied
91300,Male,Loyal Customer,55,Business travel,Business,3219,satisfied
103348,Female,Loyal Customer,44,Business travel,Business,1371,satisfied
31858,Female,Loyal Customer,35,Personal Travel,Eco,2640,neutral or dissatisfied
47697,Female,Loyal Customer,62,Personal Travel,Eco,1235,neutral or dissatisfied
121244,Female,Loyal Customer,32,Business travel,Business,2075,satisfied
109925,Female,Loyal Customer,21,Personal Travel,Eco,971,neutral or dissatisfied
37562,Male,Loyal Customer,58,Business travel,Eco,669,neutral or dissatisfied
78776,Male,Loyal Customer,17,Business travel,Business,3481,satisfied
37099,Male,Loyal Customer,22,Business travel,Business,2252,satisfied
86883,Male,Loyal Customer,24,Personal Travel,Eco Plus,692,neutral or dissatisfied
119102,Female,Loyal Customer,30,Business travel,Business,3629,neutral or dissatisfied
113876,Male,Loyal Customer,39,Personal Travel,Eco,1592,neutral or dissatisfied
53088,Female,Loyal Customer,50,Personal Travel,Eco,2327,neutral or dissatisfied
21012,Male,Loyal Customer,39,Business travel,Business,2368,satisfied
104255,Male,Loyal Customer,41,Business travel,Business,3594,satisfied
106399,Male,disloyal Customer,22,Business travel,Eco,551,neutral or dissatisfied
104345,Female,Loyal Customer,45,Personal Travel,Eco,528,neutral or dissatisfied
61989,Female,disloyal Customer,22,Business travel,Eco,1199,satisfied
119659,Male,Loyal Customer,34,Business travel,Business,2025,neutral or dissatisfied
100558,Female,Loyal Customer,19,Business travel,Eco Plus,1111,neutral or dissatisfied
69798,Male,Loyal Customer,48,Business travel,Eco,1055,neutral or dissatisfied
97237,Female,Loyal Customer,47,Business travel,Business,3421,satisfied
125050,Male,Loyal Customer,13,Personal Travel,Eco,2300,neutral or dissatisfied
1457,Male,Loyal Customer,37,Business travel,Business,695,neutral or dissatisfied
97287,Female,Loyal Customer,49,Business travel,Business,347,satisfied
1965,Male,disloyal Customer,65,Business travel,Eco,295,neutral or dissatisfied
76667,Male,Loyal Customer,65,Personal Travel,Eco,534,neutral or dissatisfied
58685,Male,Loyal Customer,56,Business travel,Business,1896,satisfied
28633,Male,Loyal Customer,27,Business travel,Business,2466,satisfied
83481,Female,Loyal Customer,44,Business travel,Eco,946,neutral or dissatisfied
12943,Female,Loyal Customer,10,Personal Travel,Eco,794,neutral or dissatisfied
119179,Female,Loyal Customer,58,Business travel,Business,3133,satisfied
50965,Female,Loyal Customer,21,Personal Travel,Eco,190,neutral or dissatisfied
14423,Female,Loyal Customer,8,Personal Travel,Eco,693,neutral or dissatisfied
46601,Male,Loyal Customer,53,Business travel,Business,3859,satisfied
101607,Male,Loyal Customer,26,Business travel,Business,3033,satisfied
4299,Female,Loyal Customer,59,Personal Travel,Eco,502,neutral or dissatisfied
35677,Male,Loyal Customer,48,Business travel,Business,2521,neutral or dissatisfied
88579,Male,Loyal Customer,59,Personal Travel,Eco,406,neutral or dissatisfied
107319,Female,Loyal Customer,45,Business travel,Eco Plus,283,neutral or dissatisfied
79263,Male,Loyal Customer,7,Personal Travel,Eco,1598,neutral or dissatisfied
51971,Male,Loyal Customer,48,Business travel,Business,1501,neutral or dissatisfied
63746,Male,Loyal Customer,53,Personal Travel,Eco,1660,neutral or dissatisfied
20397,Female,Loyal Customer,42,Personal Travel,Eco,459,neutral or dissatisfied
40431,Male,Loyal Customer,34,Business travel,Business,175,satisfied
77221,Male,Loyal Customer,44,Business travel,Business,1590,satisfied
22404,Male,disloyal Customer,37,Business travel,Eco,238,neutral or dissatisfied
7170,Male,Loyal Customer,46,Business travel,Business,135,satisfied
127095,Female,disloyal Customer,24,Business travel,Eco,651,neutral or dissatisfied
404,Male,Loyal Customer,39,Business travel,Business,102,neutral or dissatisfied
53748,Male,Loyal Customer,46,Personal Travel,Eco Plus,1190,satisfied
91287,Male,Loyal Customer,35,Business travel,Business,2976,satisfied
93053,Male,disloyal Customer,58,Business travel,Business,297,satisfied
10009,Female,Loyal Customer,10,Personal Travel,Eco,508,neutral or dissatisfied
117161,Female,Loyal Customer,54,Personal Travel,Eco,621,neutral or dissatisfied
25644,Female,Loyal Customer,28,Personal Travel,Eco,526,neutral or dissatisfied
60820,Male,Loyal Customer,60,Personal Travel,Eco,524,neutral or dissatisfied
100571,Female,Loyal Customer,46,Business travel,Business,486,satisfied
14582,Female,disloyal Customer,45,Business travel,Eco,986,neutral or dissatisfied
99018,Male,Loyal Customer,36,Business travel,Eco Plus,479,neutral or dissatisfied
83809,Female,Loyal Customer,50,Business travel,Business,3354,satisfied
85842,Male,Loyal Customer,59,Personal Travel,Eco,666,neutral or dissatisfied
110679,Male,Loyal Customer,32,Personal Travel,Eco,945,satisfied
8560,Female,Loyal Customer,41,Business travel,Business,109,satisfied
105314,Female,Loyal Customer,33,Business travel,Business,452,satisfied
89019,Male,Loyal Customer,42,Business travel,Business,2139,neutral or dissatisfied
100875,Female,Loyal Customer,28,Business travel,Business,2133,satisfied
51086,Female,Loyal Customer,66,Personal Travel,Eco,110,neutral or dissatisfied
59258,Female,Loyal Customer,28,Business travel,Business,3904,satisfied
59377,Male,disloyal Customer,33,Business travel,Eco,2504,neutral or dissatisfied
65591,Male,Loyal Customer,33,Business travel,Business,3179,satisfied
87632,Male,disloyal Customer,52,Business travel,Business,606,satisfied
129836,Female,Loyal Customer,49,Personal Travel,Eco,337,neutral or dissatisfied
111167,Male,Loyal Customer,57,Personal Travel,Eco Plus,1111,neutral or dissatisfied
102617,Male,Loyal Customer,56,Personal Travel,Eco,1294,neutral or dissatisfied
47721,Female,Loyal Customer,51,Business travel,Business,3107,satisfied
21433,Female,Loyal Customer,67,Business travel,Business,377,neutral or dissatisfied
105703,Female,Loyal Customer,27,Business travel,Business,925,neutral or dissatisfied
72019,Male,Loyal Customer,24,Business travel,Business,3711,satisfied
64188,Female,Loyal Customer,21,Personal Travel,Eco,1047,neutral or dissatisfied
79315,Female,Loyal Customer,60,Personal Travel,Eco,2248,neutral or dissatisfied
12332,Male,disloyal Customer,48,Business travel,Business,285,neutral or dissatisfied
32126,Female,Loyal Customer,34,Business travel,Eco,216,satisfied
28186,Male,Loyal Customer,70,Personal Travel,Eco,933,neutral or dissatisfied
30518,Male,disloyal Customer,37,Business travel,Eco,373,neutral or dissatisfied
70418,Female,Loyal Customer,33,Personal Travel,Eco Plus,1562,neutral or dissatisfied
71317,Female,Loyal Customer,27,Business travel,Business,1514,satisfied
54595,Male,disloyal Customer,25,Business travel,Business,964,satisfied
77206,Female,Loyal Customer,54,Personal Travel,Eco,2994,satisfied
24775,Male,disloyal Customer,38,Business travel,Eco,528,neutral or dissatisfied
24023,Female,Loyal Customer,37,Business travel,Eco,562,neutral or dissatisfied
122211,Female,Loyal Customer,49,Business travel,Business,2943,satisfied
116649,Female,disloyal Customer,25,Business travel,Eco Plus,337,neutral or dissatisfied
22871,Male,Loyal Customer,12,Personal Travel,Eco,147,satisfied
97998,Female,Loyal Customer,53,Business travel,Business,612,satisfied
19817,Male,Loyal Customer,30,Business travel,Business,3236,neutral or dissatisfied
50411,Female,disloyal Customer,26,Business travel,Eco,110,neutral or dissatisfied
69620,Male,Loyal Customer,33,Personal Travel,Eco Plus,2586,neutral or dissatisfied
90436,Male,Loyal Customer,42,Business travel,Business,545,satisfied
82185,Male,Loyal Customer,40,Business travel,Business,1927,satisfied
108178,Female,Loyal Customer,19,Personal Travel,Eco,990,neutral or dissatisfied
48110,Female,Loyal Customer,45,Business travel,Business,2624,satisfied
94717,Male,Loyal Customer,37,Business travel,Eco,189,neutral or dissatisfied
29606,Female,Loyal Customer,26,Business travel,Business,1533,neutral or dissatisfied
28924,Female,Loyal Customer,48,Business travel,Eco,679,satisfied
124134,Female,Loyal Customer,11,Personal Travel,Eco,529,neutral or dissatisfied
101487,Female,Loyal Customer,45,Business travel,Business,3845,satisfied
27202,Female,Loyal Customer,35,Business travel,Business,2717,neutral or dissatisfied
47313,Male,disloyal Customer,22,Business travel,Eco,588,satisfied
39311,Male,Loyal Customer,48,Personal Travel,Eco,268,neutral or dissatisfied
74427,Female,Loyal Customer,57,Business travel,Business,1205,satisfied
16650,Male,Loyal Customer,14,Business travel,Eco,488,satisfied
103311,Male,Loyal Customer,31,Business travel,Business,2364,satisfied
73956,Female,Loyal Customer,54,Personal Travel,Eco,2342,neutral or dissatisfied
88392,Male,disloyal Customer,25,Business travel,Eco,581,neutral or dissatisfied
50390,Female,Loyal Customer,37,Business travel,Eco,373,satisfied
102972,Female,Loyal Customer,12,Personal Travel,Business,460,neutral or dissatisfied
121547,Male,Loyal Customer,55,Business travel,Business,3086,satisfied
45467,Male,Loyal Customer,30,Business travel,Business,522,satisfied
105391,Female,Loyal Customer,67,Personal Travel,Eco,369,neutral or dissatisfied
25322,Female,Loyal Customer,67,Personal Travel,Business,945,neutral or dissatisfied
26458,Female,Loyal Customer,46,Business travel,Business,442,neutral or dissatisfied
107470,Male,Loyal Customer,28,Personal Travel,Eco,1121,neutral or dissatisfied
31117,Male,Loyal Customer,50,Business travel,Eco,991,satisfied
110725,Male,Loyal Customer,45,Business travel,Business,2803,satisfied
62267,Female,Loyal Customer,52,Personal Travel,Eco Plus,2425,neutral or dissatisfied
118439,Male,Loyal Customer,39,Business travel,Business,2425,satisfied
32080,Male,Loyal Customer,49,Business travel,Eco,163,satisfied
54913,Male,Loyal Customer,47,Business travel,Business,862,satisfied
1645,Female,Loyal Customer,41,Business travel,Business,1808,satisfied
35967,Male,Loyal Customer,43,Personal Travel,Eco,231,neutral or dissatisfied
20874,Female,Loyal Customer,40,Business travel,Eco Plus,357,satisfied
8753,Female,Loyal Customer,55,Business travel,Business,3989,satisfied
2593,Male,Loyal Customer,67,Personal Travel,Eco,280,neutral or dissatisfied
70580,Male,Loyal Customer,62,Personal Travel,Eco,1258,satisfied
111557,Female,Loyal Customer,45,Business travel,Business,1902,satisfied
108517,Male,Loyal Customer,29,Personal Travel,Eco,519,neutral or dissatisfied
62866,Female,Loyal Customer,30,Business travel,Business,2583,neutral or dissatisfied
14307,Male,Loyal Customer,43,Business travel,Business,3721,satisfied
43234,Male,Loyal Customer,58,Business travel,Business,347,satisfied
51067,Female,Loyal Customer,44,Personal Travel,Eco,109,neutral or dissatisfied
83183,Male,Loyal Customer,70,Personal Travel,Eco,549,neutral or dissatisfied
64877,Male,Loyal Customer,46,Business travel,Business,469,satisfied
7532,Male,Loyal Customer,31,Business travel,Business,762,satisfied
45493,Female,Loyal Customer,63,Personal Travel,Eco,522,neutral or dissatisfied
18028,Male,disloyal Customer,19,Business travel,Eco,488,neutral or dissatisfied
51759,Female,Loyal Customer,49,Personal Travel,Eco,370,neutral or dissatisfied
3121,Female,disloyal Customer,29,Business travel,Eco,1013,satisfied
37385,Male,disloyal Customer,25,Business travel,Eco,944,satisfied
55654,Female,Loyal Customer,48,Business travel,Business,2543,satisfied
92998,Female,disloyal Customer,30,Business travel,Eco Plus,738,neutral or dissatisfied
20585,Male,Loyal Customer,23,Personal Travel,Eco,773,neutral or dissatisfied
121012,Female,Loyal Customer,55,Personal Travel,Eco,951,neutral or dissatisfied
42338,Female,Loyal Customer,58,Personal Travel,Eco,550,neutral or dissatisfied
24255,Female,Loyal Customer,62,Personal Travel,Eco,302,neutral or dissatisfied
68774,Male,Loyal Customer,51,Business travel,Business,2370,satisfied
89195,Female,Loyal Customer,68,Personal Travel,Eco,1892,satisfied
115702,Female,disloyal Customer,33,Business travel,Eco,372,neutral or dissatisfied
105498,Female,Loyal Customer,61,Personal Travel,Eco,516,neutral or dissatisfied
65031,Male,Loyal Customer,31,Personal Travel,Eco,190,neutral or dissatisfied
6714,Female,Loyal Customer,54,Personal Travel,Eco,438,neutral or dissatisfied
95711,Female,Loyal Customer,37,Business travel,Eco,453,neutral or dissatisfied
8249,Male,Loyal Customer,24,Personal Travel,Eco,530,neutral or dissatisfied
32819,Female,disloyal Customer,23,Business travel,Eco,216,neutral or dissatisfied
33906,Female,Loyal Customer,24,Personal Travel,Eco,1504,neutral or dissatisfied
2256,Female,Loyal Customer,55,Business travel,Business,2829,satisfied
50318,Female,Loyal Customer,47,Business travel,Eco,421,satisfied
35391,Male,Loyal Customer,17,Business travel,Business,1056,satisfied
18609,Male,Loyal Customer,35,Business travel,Eco,127,satisfied
20000,Male,Loyal Customer,36,Business travel,Eco,589,satisfied
94331,Female,Loyal Customer,51,Business travel,Business,248,satisfied
90406,Male,Loyal Customer,43,Business travel,Business,3733,satisfied
20459,Female,disloyal Customer,36,Business travel,Eco,177,neutral or dissatisfied
114570,Female,Loyal Customer,52,Personal Travel,Business,371,neutral or dissatisfied
127033,Female,Loyal Customer,48,Business travel,Business,325,neutral or dissatisfied
13011,Male,disloyal Customer,25,Business travel,Eco,374,satisfied
99440,Female,Loyal Customer,57,Personal Travel,Eco Plus,337,neutral or dissatisfied
91449,Female,Loyal Customer,52,Business travel,Business,859,satisfied
9495,Female,disloyal Customer,64,Business travel,Eco,239,neutral or dissatisfied
127690,Male,disloyal Customer,27,Business travel,Business,2133,neutral or dissatisfied
90750,Female,disloyal Customer,39,Business travel,Business,270,neutral or dissatisfied
104919,Female,Loyal Customer,36,Business travel,Eco,210,neutral or dissatisfied
57051,Female,Loyal Customer,49,Business travel,Business,2133,satisfied
74635,Male,Loyal Customer,62,Business travel,Eco,835,neutral or dissatisfied
10942,Male,Loyal Customer,39,Business travel,Business,3622,neutral or dissatisfied
128853,Female,Loyal Customer,14,Personal Travel,Eco,2475,neutral or dissatisfied
55822,Male,Loyal Customer,50,Business travel,Business,1416,satisfied
5086,Female,Loyal Customer,63,Business travel,Business,3145,satisfied
52020,Female,disloyal Customer,34,Business travel,Eco,328,neutral or dissatisfied
27228,Male,Loyal Customer,40,Business travel,Business,2681,neutral or dissatisfied
128271,Male,Loyal Customer,52,Business travel,Business,251,satisfied
609,Male,Loyal Customer,50,Business travel,Business,3643,satisfied
61058,Male,Loyal Customer,49,Business travel,Business,1546,satisfied
105990,Male,Loyal Customer,47,Personal Travel,Eco,912,satisfied
29301,Female,disloyal Customer,24,Business travel,Eco,473,neutral or dissatisfied
62176,Female,Loyal Customer,57,Business travel,Business,2454,neutral or dissatisfied
82786,Male,disloyal Customer,42,Business travel,Business,231,neutral or dissatisfied
50121,Female,Loyal Customer,33,Business travel,Eco,326,neutral or dissatisfied
122744,Female,Loyal Customer,38,Business travel,Business,651,neutral or dissatisfied
44215,Male,Loyal Customer,48,Business travel,Business,118,satisfied
118108,Female,Loyal Customer,63,Personal Travel,Eco,1999,neutral or dissatisfied
121987,Female,disloyal Customer,40,Business travel,Business,130,neutral or dissatisfied
56785,Female,Loyal Customer,48,Personal Travel,Eco Plus,1085,satisfied
80702,Female,Loyal Customer,17,Personal Travel,Eco,748,neutral or dissatisfied
75740,Female,Loyal Customer,54,Business travel,Eco,868,neutral or dissatisfied
70043,Female,Loyal Customer,49,Personal Travel,Eco,583,neutral or dissatisfied
42419,Female,Loyal Customer,54,Personal Travel,Eco Plus,748,neutral or dissatisfied
121515,Male,Loyal Customer,47,Business travel,Business,3240,satisfied
81578,Male,Loyal Customer,61,Personal Travel,Eco,1039,neutral or dissatisfied
103973,Male,Loyal Customer,37,Business travel,Eco Plus,370,satisfied
100651,Female,Loyal Customer,62,Personal Travel,Eco Plus,349,neutral or dissatisfied
101023,Male,Loyal Customer,45,Personal Travel,Eco,867,neutral or dissatisfied
101702,Female,Loyal Customer,51,Business travel,Business,1624,satisfied
103499,Male,Loyal Customer,21,Business travel,Business,1047,satisfied
31591,Male,Loyal Customer,45,Business travel,Business,602,neutral or dissatisfied
96835,Male,Loyal Customer,36,Business travel,Business,3517,neutral or dissatisfied
16479,Female,Loyal Customer,34,Personal Travel,Eco Plus,529,neutral or dissatisfied
39892,Female,Loyal Customer,40,Personal Travel,Eco,221,neutral or dissatisfied
121305,Male,Loyal Customer,43,Business travel,Business,3061,satisfied
53354,Male,Loyal Customer,20,Business travel,Business,1452,neutral or dissatisfied
93645,Male,Loyal Customer,45,Business travel,Business,3750,satisfied
98330,Female,Loyal Customer,56,Business travel,Business,1237,satisfied
17338,Male,Loyal Customer,49,Business travel,Business,1707,satisfied
91007,Male,Loyal Customer,62,Personal Travel,Eco,444,neutral or dissatisfied
118562,Male,Loyal Customer,33,Business travel,Business,3596,satisfied
72985,Male,disloyal Customer,24,Business travel,Eco,944,neutral or dissatisfied
29888,Male,Loyal Customer,39,Business travel,Business,1759,satisfied
72850,Male,Loyal Customer,67,Personal Travel,Eco,1168,neutral or dissatisfied
119088,Male,Loyal Customer,46,Business travel,Business,1107,satisfied
68382,Female,Loyal Customer,21,Business travel,Business,1045,satisfied
15375,Female,Loyal Customer,56,Business travel,Eco,331,satisfied
43055,Male,Loyal Customer,36,Business travel,Business,192,satisfied
104886,Female,Loyal Customer,70,Personal Travel,Eco,327,neutral or dissatisfied
46537,Male,Loyal Customer,62,Business travel,Eco,251,neutral or dissatisfied
72539,Male,Loyal Customer,50,Business travel,Business,1017,satisfied
49045,Male,Loyal Customer,64,Business travel,Eco,86,satisfied
71677,Female,Loyal Customer,40,Personal Travel,Eco,1197,neutral or dissatisfied
74707,Female,Loyal Customer,69,Personal Travel,Eco,1171,neutral or dissatisfied
35118,Male,Loyal Customer,30,Business travel,Eco,972,satisfied
33545,Male,Loyal Customer,29,Personal Travel,Business,399,neutral or dissatisfied
65037,Female,Loyal Customer,58,Personal Travel,Eco,190,neutral or dissatisfied
80581,Male,Loyal Customer,64,Personal Travel,Eco,1747,satisfied
89728,Male,Loyal Customer,43,Personal Travel,Eco,950,neutral or dissatisfied
37210,Female,Loyal Customer,64,Personal Travel,Eco,680,satisfied
18617,Male,disloyal Customer,39,Personal Travel,Eco,192,neutral or dissatisfied
27795,Female,Loyal Customer,51,Business travel,Eco,1448,satisfied
106302,Male,Loyal Customer,50,Business travel,Business,998,satisfied
17035,Female,Loyal Customer,33,Personal Travel,Eco Plus,781,neutral or dissatisfied
80594,Female,Loyal Customer,61,Business travel,Business,1747,satisfied
55566,Male,Loyal Customer,69,Business travel,Business,395,satisfied
122755,Female,Loyal Customer,68,Personal Travel,Eco,651,neutral or dissatisfied
40833,Female,disloyal Customer,26,Business travel,Eco,590,neutral or dissatisfied
91486,Female,Loyal Customer,42,Personal Travel,Eco,859,neutral or dissatisfied
33565,Male,Loyal Customer,36,Business travel,Eco,399,neutral or dissatisfied
115202,Female,Loyal Customer,45,Business travel,Business,371,satisfied
74778,Female,Loyal Customer,45,Business travel,Business,3398,satisfied
29049,Male,Loyal Customer,51,Personal Travel,Eco,605,satisfied
42396,Male,Loyal Customer,30,Business travel,Eco Plus,838,satisfied
121148,Female,Loyal Customer,57,Business travel,Business,2402,satisfied
60566,Female,Loyal Customer,20,Personal Travel,Eco Plus,862,neutral or dissatisfied
90861,Female,disloyal Customer,44,Business travel,Business,271,satisfied
118298,Female,Loyal Customer,30,Business travel,Business,602,satisfied
